Date,Name,Year,Letterboxd URI,Rating
2021-03-04,Kung Fu Panda,2008,https://boxd.it/1Yws,3.5
2021-03-04,Labyrinth,1986,https://boxd.it/1POC,4
2021-03-04,Hook,1991,https://boxd.it/29nQ,4.5
2021-03-04,Antz,1998,https://boxd.it/1ZB4,2.5
2021-03-04,The Goonies,1985,https://boxd.it/1YVC,3
2021-03-04,The Matrix Revolutions,2003,https://boxd.it/2a12,2.5
2021-03-04,Man of Steel,2013,https://boxd.it/FRk,2.5
2021-03-04,The Butterfly Effect,2004,https://boxd.it/27M0,2
2021-03-04,Hotel Rwanda,2004,https://boxd.it/2aSA,3.5
2021-03-04,The Bourne Identity,2002,https://boxd.it/26EO,3
2021-03-04,Dreamcatcher,2003,https://boxd.it/21XQ,3
2021-03-07,Valerian and the City of a Thousand Planets,2017,https://boxd.it/biYY,3
2021-03-07,Boys & Toys,2020,https://boxd.it/qA66,3
2021-03-10,Blue Ruin,2013,https://boxd.it/5H8G,4.5
2021-03-11,Super Mario Bros.,1993,https://boxd.it/1YfG,2
2021-03-12,Sicario,2015,https://boxd.it/8i7u,5
2021-03-12,The Father,2020,https://boxd.it/m8Ie,3.5
2021-03-14,Cherry,2021,https://boxd.it/jRhm,3.5
2021-03-16,Sound of Metal,2019,https://boxd.it/i7Q4,5
2021-03-17,The Ides of March,2011,https://boxd.it/1WyG,4.5
2021-03-22,The Dig,2021,https://boxd.it/jo2i,3.5
2021-03-24,Chaos Walking,2021,https://boxd.it/ey2M,3
2021-03-24,The History of Time Travel,2014,https://boxd.it/bCaE,3
2021-03-28,Enter the Void,2009,https://boxd.it/1dy2,5
2021-03-30,V/H/S,2012,https://boxd.it/2Y1c,3
2021-03-30,Palm Springs,2020,https://boxd.it/lCXQ,4.5
2021-03-31,You Were Never Really Here,2017,https://boxd.it/dWOS,5
2021-04-01,Hairspray,2007,https://boxd.it/261M,3.5
2021-04-01,Bombshell,2019,https://boxd.it/j5YC,2.5
2021-04-01,Captain Fantastic,2016,https://boxd.it/b2K2,4
2021-04-04,Malcolm & Marie,2021,https://boxd.it/r5cO,4
2021-04-05,Solaris,1972,https://boxd.it/2a2Y,5
2021-04-11,Walk Hard: The Dewey Cox Story,2007,https://boxd.it/21wK,4
